"","LoanAmount","City","State","Zip","NAICSCode","BusinessType","RaceEthnicity","Gender","Veteran","NonProfit","JobsReported","DateApproved","Lender","CD"
"4794",43200,"Allison Park","PA",15101,423120,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",5,"04/30/2020","First Commonwealth Bank","PA-17"
"4795",43200,"Gibsonia","PA",15044,621310,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"05/03/2020","PNC Bank, National Association","PA-17"
"4796",43200,"PITTSBURGH","PA",15217,621320,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",6,"04/15/2020","S & T Bank","PA-18"
"4797",43200,"OAKDALE","PA",15071,561790,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Citizens Bank, National Association","PA-17"
"4798",43197,"MONROEVILLE","PA",15146,424910,"Limited  Liability Company(LLC)","Unanswered","Female Owned","Unanswered","",3,"04/28/2020","First National Bank of Pennsylvania","PA-18"
"4799",43173,"Coraopolis","PA",15108,811111,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",5,"05/03/2020","The Huntington National Bank","PA-17"
"4800",43171,"PITTSBURGH","PA",15216,812990,"Corporation","Unanswered","Unanswered","Unanswered","",0,"08/05/2020","Wells Fargo Bank, National Association","PA-17"
"4801",43135,"PITTSBURGH","PA",15222,452319,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",4,"05/02/2020","S & T Bank","PA-18"
"4802",43125,"Wexford","PA",15090,811111,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",5,"04/13/2020","Mars Bank","PA-17"
"4803",43110.37,"Gibsonia","PA",15044,561730,"Corporation","Unanswered","Male Owned","Unanswered","",30,"04/13/2020","Mars Bank","PA-17"
"4804",43100,"PITTSBURGH","PA",15241,453110,"Corporation","Unanswered","Unanswered","Unanswered","",5,"04/15/2020","PNC Bank, National Association","PA-18"
"4805",43100,"PITTSBURGH","PA",15216,524210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",4,"04/16/2020","PNC Bank, National Association","PA-17"
"4806",43100,"MCKEES ROCKS","PA",15136,621210,"Corporation","Unanswered","Unanswered","Unanswered","",5,"04/28/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"4807",43100,"WHITE OAK","PA",15131,621210,"Corporation","Unanswered","Unanswered","Unanswered","",4,"05/03/2020","PNC Bank, National Association","PA-18"
"4808",43100,"PITTSBURGH","PA",15203,811490,"Corporation","Unanswered","Unanswered","Unanswered","",6,"05/03/2020","PNC Bank, National Association","PA-18"
"4809",43100,"PITTSBURGH","PA",15220,621210,"Corporation","Unanswered","Unanswered","Unanswered","",4,"05/03/2020","PNC Bank, National Association","PA-18"
"4810",43100,"PITTSBURGH","PA",15237,541513,"Corporation","Unanswered","Unanswered","Unanswered","",2,"05/03/2020","PNC Bank, National Association","PA-17"
"4811",43100,"Sewickley","PA",15143,541618,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"05/01/2020","Citizens Bank, National Association","PA-17"
"4812",43100,"PITTSBURGH","PA",15222,561499,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/09/2020","First National Bank of Pennsylvania","PA-18"
"4813",43093,"PITTSBURGH","PA",15224,541110,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/09/2020","NexTier Bank, National Association","PA-18"
"4814",43065,"PITTSBURGH","PA",15219,541211,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",36,"05/15/2020","NexTier Bank, National Association","PA-18"
"4815",43062,"WARRENDALE","PA",15086,531311,"Limited Liability Partnership","Unanswered","Male Owned","Unanswered","",3,"04/28/2020","WesBanco Bank, Inc.","PA-17"
"4816",43000,"WEXFORD","PA",15090,811111,"Corporation","Unanswered","Unanswered","Unanswered","",4,"04/11/2020","KeyBank National Association","PA-17"
"4817",43000,"PITTSBURGH","PA",15211,624410,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",13,"04/11/2020","KeyBank National Association","PA-18"
"4818",43000,"NATRONA HEIGHTS","PA",15065,423510,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",4,"04/13/2020","PNC Bank, National Association","PA-17"
"4819",43000,"CARNEGIE","PA",15106,238990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",5,"04/07/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"4820",43000,"MOON TOWNSHIP","PA",15108,441228,"Corporation","Unanswered","Male Owned","Non-Veteran","",5,"05/03/2020","PNC Bank, National Association","PA-17"
"4821",43000,"Pittsburgh","PA",15224,424810,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"4822",43000,"bellevue","PA",15202,722513,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Citizens Bank, National Association","PA-18"
"4823",43000,"PITTSBURGH","PA",15222,711130,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",18,"04/28/2020","PNC Bank, National Association","PA-18"
"4824",43000,"BRIDGEVILLE","PA",15017,812113,"Corporation","Unanswered","Unanswered","Unanswered","",9,"04/15/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"4825",42997,"PITTSBURGH","PA",15224,424490,"Corporation","Unanswered","Unanswered","Unanswered","",11,"07/29/2020","WesBanco Bank, Inc.","PA-18"
"4826",42989,"WEXFORD","PA",15090,722511,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",13,"05/03/2020","Bank of America, National Association","PA-17"
"4827",42989,"PITTSBURGH","PA",15239,238990,"Corporation","Unanswered","Unanswered","Unanswered","",7,"04/28/2020","S & T Bank","PA-18"
"4828",42900,"PITTSBURGH","PA",15236,541512,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"04/15/2020","PNC Bank, National Association","PA-18"
"4829",42900,"MARS","PA",16046,561499,"Corporation","Unanswered","Unanswered","Unanswered","",0,"04/29/2020","First National Bank of Pennsylvania","PA-16"
"4830",42900,"PITTSBURGH","PA",15213,NA,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",8,"05/03/2020","PNC Bank, National Association","PA-18"
"4831",42900,"PITTSBURGH","PA",15202,238220,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",6,"05/03/2020","PNC Bank, National Association","PA-18"
"4832",42900,"Pittsburgh","PA",15239,541620,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"4833",42900,"Bradfordwoods","PA",15015,423610,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"4834",42893,"BETHEL PARK","PA",15102,541110,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-18"
"4835",42882.5,"PITTSBURGH","PA",15212,561730,"Professional Association","Unanswered","Unanswered","Unanswered","",6,"04/28/2020","WesBanco Bank, Inc.","PA-18"
"4836",42841,"PITTSBURGH","PA",15228,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",4,"04/29/2020","Thrivent FCU","PA-17"
"4837",42800,"PITTSBURGH","PA",15222,722511,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",14,"04/10/2020","First National Bank of Pennsylvania","PA-18"
"4838",42800,"SEWICKLEY","PA",15143,722511,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",4,"04/29/2020","First Commonwealth Bank","PA-17"
"4839",42800,"SEWICKLEY","PA",15143,561499,"Corporation","White","Male Owned","Unanswered","",0,"04/12/2020","First National Bank of Pennsylvania","PA-17"
"4840",42800,"GLENSHAW","PA",15116,541219,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/08/2020","Citizens Bank, National Association","PA-17"
"4841",42800,"PITTSBURGH","PA",15203,722513,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",35,"04/27/2020","Enterprise Bank","PA-18"
"4842",42800,"JEFFERSON HILLS","PA",15025,NA,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"05/03/2020","PNC Bank, National Association","PA-18"
"4843",42800,"PITTSBURGH","PA",15222,NA,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",4,"05/03/2020","PNC Bank, National Association","PA-18"
"4844",42800,"NORTH VERSAILLES","PA",15137,NA,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",3,"05/03/2020","PNC Bank, National Association","PA-18"
"4845",42800,"Pittsburgh","PA",15218,624410,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"4846",42800,"Glenshaw","PA",15116,331221,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"4847",42800,"SPRINGDALE","PA",15144,236220,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",9,"04/09/2020","First National Bank of Pennsylvania","PA-17"
"4848",42800,"NEW KENSINGTON","PA",15068,541330,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",4,"04/15/2020","First Commonwealth Bank","PA-14"
"4849",42757,"PITTSBURGH","PA",15210,115210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"06/17/2020","Intuit Financing Inc.","PA-18"
"4850",42716,"GIBSONIA","PA",15044,621111,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/28/2020","NexTier Bank, National Association","PA-17"
"4851",42700,"PITTSBURGH","PA",15210,238220,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",6,"04/15/2020","PNC Bank, National Association","PA-18"
"4852",42700,"GLENSHAW","PA",15116,531311,"Limited Liability Partnership","Unanswered","Unanswered","Unanswered","",5,"05/06/2020","First Commonwealth Bank","PA-17"
"4853",42700,"OAKDALE","PA",15071,236220,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",4,"04/29/2020","First Commonwealth Bank","PA-17"
"4854",42700,"BETHEL PARK","PA",15102,713940,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",15,"04/12/2020","KeyBank National Association","PA-18"
"4855",42700,"SEWICKLEY","PA",15143,541410,"Corporation","Unanswered","Unanswered","Unanswered","",3,"04/27/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"4856",42700,"Pittsburgh","PA",15201,722515,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",39,"04/30/2020","First Commonwealth Bank","PA-18"
"4857",42700,"SEWICKLEY","PA",15143,621310,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",9,"05/03/2020","PNC Bank, National Association","PA-17"
"4858",42683,"BRIDGEVILLE","PA",15017,484121,"Corporation","Unanswered","Unanswered","Unanswered","",2,"07/26/2020","Kabbage, Inc.","PA-18"
"4859",42663,"Pittsburgh","PA",15201,541990,"Limited  Liability Company(LLC)","Hispanic","Male Owned","Non-Veteran","",5,"04/28/2020","Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.","PA-18"
"4860",42627,"SEWICKLEY","PA",15143,524210,"Corporation","Unanswered","Male Owned","Unanswered","",5,"04/10/2020","1st Summit Bank","PA-17"
"4861",42627,"MONROEVILLE","PA",15146,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",18,"05/06/2020","First National Bank of Pennsylvania","PA-18"
"4862",42600,"PITTSBURGH","PA",15220,531390,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/29/2020","PNC Bank, National Association","PA-18"
"4863",42600,"PITTSBURGH","PA",15209,713940,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"04/13/2020","PNC Bank, National Association","PA-17"
"4864",42600,"Pittsburgh","PA",15275,721110,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",0,"04/29/2020","Truist Bank d/b/a Branch Banking & Trust Co","PA-17"
"4865",42600,"CORAOPOLIS","PA",15108,812320,"Corporation","Black or African American","Male Owned","Non-Veteran","",19,"04/14/2020","The Huntington National Bank","PA-17"
"4866",42600,"CLINTON","PA",15026,236118,"Corporation","Unanswered","Unanswered","Unanswered","",5,"05/03/2020","PNC Bank, National Association","PA-17"
"4867",42600,"PITTSBURGH","PA",15223,531210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"04/14/2020","PNC Bank, National Association","PA-17"
"4868",42600,"PITTSBURGH","PA",15090,541191,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"4869",42600,"Pittsburgh","PA",15217,722513,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"4870",42585,"Pittsburgh","PA",15219,541618,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",6,"04/28/2020","Northwest Bank","PA-18"
"4871",42561.48,"PITTSBURGH","PA",15238,621111,"Corporation","Unanswered","Unanswered","Unanswered","",6,"04/08/2020","First National Bank of Pennsylvania","PA-18"
"4872",42545,"PITTSBURGH","PA",15237,238110,"Corporation","Unanswered","Male Owned","Non-Veteran","",0,"04/07/2020","First National Bank of Pennsylvania","PA-17"
"4873",42500,"Monroeville","PA",15146,621330,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"4874",42500,"MC DONALD","PA",15057,561499,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/10/2020","First National Bank of Pennsylvania","PA-18"
"4875",42500,"Pittsburgh","PA",15238,561720,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"4876",42500,"PITTSBURGH","PA",15239,423830,"Corporation","Unanswered","Unanswered","Unanswered","",4,"04/10/2020","S & T Bank","PA-18"
"4877",42500,"Pittsburgh","PA",15237,453998,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"05/05/2020","Celtic Bank Corporation","PA-17"
"4878",42500,"SPRINGDALE","PA",15144,812210,"Subchapter S Corporation","Unanswered","Male Owned","Unanswered","",3,"04/29/2020","First Commonwealth Bank","PA-17"
"4879",42500,"PITTSBURGH","PA",15237,484230,"Corporation","Unanswered","Unanswered","Unanswered","",3,"04/29/2020","First Commonwealth Bank","PA-17"
"4880",42500,"PITTSBURGH","PA",15206,524210,"Corporation","Unanswered","Unanswered","Unanswered","",7,"05/07/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"4881",42500,"LEETSDALE","PA",15056,611620,"Professional Association","Unanswered","Unanswered","Unanswered","",4,"04/11/2020","KeyBank National Association","PA-17"
"4882",42500,"SEWICKLEY","PA",15143,551112,"Corporation","Unanswered","Unanswered","Unanswered","",2,"04/13/2020","PNC Bank, National Association","PA-17"
"4883",42500,"Pittsburgh","PA",15237,621111,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",5,"04/27/2020","WebBank","PA-17"
"4884",42500,"MC KEES ROCKS","PA",15136,722410,"Limited  Liability Company(LLC)","Hispanic","Unanswered","Unanswered","",49,"04/13/2020","The Huntington National Bank","PA-17"
"4885",42500,"PITTSBURGH","PA",15221,722515,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",28,"04/14/2020","First Commonwealth Bank","PA-18"
"4886",42500,"PITTSBURGH","PA",15205,523930,"Corporation","Unanswered","Unanswered","Unanswered","",5,"05/03/2020","PNC Bank, National Association","PA-17"
"4887",42500,"BETHEL PARK","PA",15102,441320,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",6,"05/03/2020","PNC Bank, National Association","PA-18"
"4888",42500,"PITTSBURGH","PA",15237,812112,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",21,"05/03/2020","PNC Bank, National Association","PA-17"
"4889",42500,"Pittsburgh","PA",15206,511210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"04/28/2020","PNC Bank, National Association","PA-18"
"4890",42500,"MONROEVILLE","PA",15146,621610,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",20,"05/03/2020","PNC Bank, National Association","PA-18"
"4891",42500,"McKees Rocks","PA",15136,238220,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",5,"05/03/2020","PNC Bank, National Association","PA-17"
"4892",42500,"Pittsburgh","PA",15237,813920,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"4893",42500,"Pittsburgh","PA",15237,541110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/28/2020","Citizens Bank, National Association","PA-17"
"4894",42485,"Pittsburgh","PA",15241,524210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",4,"04/28/2020","Northwest Bank","PA-18"
"4895",42472,"CORAOPOLIS","PA",15108,531311,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/11/2020","KeyBank National Association","PA-17"
"4896",42457,"PITTSBURGH","PA",15224,524210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"05/13/2020","WesBanco Bank, Inc.","PA-18"
"4897",42420,"PITTSBURGH","PA",15202,453910,"Corporation","Unanswered","Unanswered","Non-Veteran","",8,"04/29/2020","WesBanco Bank, Inc.","PA-18"
"4898",42400,"PITTSBURGH","PA",15227,334513,"Corporation","Unanswered","Unanswered","Unanswered","",2,"04/16/2020","PNC Bank, National Association","PA-18"
"4899",42400,"PITTSBURGH","PA",15236,621210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",8,"04/29/2020","First Commonwealth Bank","PA-18"
"4900",42400,"Pittsburgh","PA",15232,453998,"Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/08/2020","Citizens Bank, National Association","PA-18"
